CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped,GoogleSheetRowNumber,GoogleSheetLink
2121,CSM,Ticket,1,ASI 22 Precast support angles,4/1/2022,John S,Yes,3081,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3081
2121,CSM,Sequence,1,Level 1 (Area C&D 1st to 2nd flr)-LOT#T001,10/12/2021,John S,Yes,3099,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3099
2217,CSM,Item,1,ST-1 (level 2 to roof) Buyout,8/1/2023,John S,,4430,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4430
2121,CSM,Ticket,10,Field Fix - Added per Missed Pocket (B4011),6/17/2022,John S,Yes,3096,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3096
2217,CSM,Item,10,Picket guardrail with attached handrail and wall mounted handrail at loading dock concrete ramp.,9/1/2023,John S,,4439,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4439
2217,CSM,Item,11,Wall mounted handrail at motor court B [Callout 1] exterior concrete stair,9/1/2023,John S,,4440,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4440
2217,CSM,Item,12,Wall mounted handrail at riverside arcade concrete stair,9/1/2023,John S,,4441,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4441
2121,CSM,Ticket,12,Replace Plates 35-MS10,7/6/2022,John S,Yes,3097,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3097
2217,CSM,Item,13,Roof access ladder,11/1/2023,John S,,4442,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4442
2121,CSM,Ticket,13,Replace Misc Lintel Angles,6/30/2022,John S,Yes,3098,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3098
2217,CSM,Item,14,PE-1 to PE-4 Elevator components,7/1/2023,John S,,4443,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4443
2217,CSM,Item,15,PE-5 & PE- 6 Elevator  components,,John S,,4450,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4450
2121,CSM,Ticket,15,Replace missing Item 27 Material,8/8/2022,John S,Yes,3102,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3102
2121,CSM,Ticket,16,Deliver Field House deck (Pick up at MSEC),9/8/2022,John S,Yes,3101,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3101
2217,CSM,Item,16, FSAE-1 & FSAE-2 Elevator components,,John S,,4457,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4457
2121,CSM,Ticket,17,Item 35 - Added Bent Plate Lintel 35-MS37-38,9/21/2022,John S,Yes,3103,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3103
2217,CSM,Item,17,  SE-3 Elevator components,,John S,,4464,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4464
2217,CSM,Item,18,BOH vanity countertop steel support,11/1/2023,John S,,4473,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4473
2217,CSM,Item,19,CMU wall support,,John S,,4474,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4474
2121,CSM,Sequence,2,Level1(Cols-1st/2nd flr) & Level2 (Beams-3rd flr) - (Area B1)-LOT#T006,12/15/2021,John S,Yes,3045,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3045
2121,CSM,Ticket,2,Epoxy Anchors from Fed,3/21/2022,John S,Yes,3082,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3082
2217,CSM,Item,2,ST-2 (level B to level 20) Buyout,8/1/2023,John S,,4431,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4431
2121,CSM,Ticket,20,Grating and angle SUMP PIT GRATES,10/20/2022,John S,,3106,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3106
2217,CSM,Item,20,Brick relieving angle,,John S,,4475,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4475
2121,CSM,Ticket,21,Seq5 Added Bent Plate per Shopcall (Stair#17 Glazing Support),10/31/2022,John S,,3108,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3108
2217,CSM,Item,21,Brick shelf angle,,John S,,4476,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4476
2217,CSM,Item,22,Brick hanger support,,John S,,4477,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4477
2121,CSM,Ticket,22,Seq1 Slab Extension Angles (Added per SKS-43) (Area D),10/31/2022,John S,,3109,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3109
2217,CSM,Item,23,Window head hanger support,,John S,,4478,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4478
2121,CSM,Ticket,23,Stair Pans for Stair 12 & 15 (Buyout FabSup) Prime Gray,10/20/2022,John S,,2331,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2331
2217,CSM,Item,24,Cladding steel support along level 2 bar terrace and level 5 pool terrace,,John S,,4479,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4479
2121,CSM,Ticket,24,Added CMU wall clips SKS-42,10/25/2022,John S,,3107,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3107
2217,CSM,Item,25,2” x 3/16” galvanized bar grating steel stair & platform and 2-liner guardrail,,John S,,4480,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4480
2121,CSM,Item,25,Ladders (Buyout),9/30/2022,John S,Yes,2995,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2995
2217,CSM,Item,3,ST-5 (covered entry level to level 3) Buyout,8/1/2023,John S,,4432,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4432
2121,CSM,Ticket,3,Replace B3014,4/15/2022,John S,Yes,3083,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3083
2121,CSM,Sequence,3,Seq3 Level2 (Area B2) T012,1/19/2022,John S,Yes,3054,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3054
2121,CSM,Sequence,3.2,Seq3 Level2 (Area B2) T014,1/24/2022,John S,Yes,3056,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3056
